vacancy name,vacancy link,salary,suite_info,city
Системный Администратор Отдела Серверных Решений (DEVOPS) удаленно,https://hh.ru/vacancy/38221559?query=Python,нет сведений о заработной плате," «РОСБАНК, Societe Generale Group», с опытом работы",Москва
Инженер по тестированию backend (remote),https://hh.ru/vacancy/38878734?query=Python,"{'minimum': 100000, 'maximum': 'нет сведений', 'currency': 'руб.'}", ivi,Москва
Разработчик Python (на проекты по DS),https://hh.ru/vacancy/38846251?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Системный администратор Linux,https://hh.ru/vacancy/38899884?query=Python,нет сведений о заработной плате, GOST-group,"Москва, Красносельская"
QA Engineer,https://hh.ru/vacancy/36562428?query=Python,нет сведений о заработной плате, Ozon Информационные технологии,Москва
Senior Data Scientist (Computer Vision),https://hh.ru/vacancy/38256176?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,"Москва, Кутузовская"
Data Engineer/Support Engineer,https://hh.ru/vacancy/38822148?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,"Москва, Тульская"
Программист-математик (Python),https://hh.ru/vacancy/38842650?query=Python,нет сведений о заработной плате,ООО АБК,Москва
Python developer в команду SRE,https://hh.ru/vacancy/38866845?query=Python,нет сведений о заработной плате, Райффайзенбанк,"Москва, Технопарк"
Инженер данных \ Data Engineer,https://hh.ru/vacancy/38869781?query=Python,"{'minimum': 'нет сведений', 'maximum': 180000, 'currency': 'руб.'}", Kelly Services,"Москва, Белорусская"
Scala developer,https://hh.ru/vacancy/38700865?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,"Москва, Верхние Котлы и еще 1 "
Full stack developer (Python / Flask),https://hh.ru/vacancy/38275447?query=Python,нет сведений о заработной плате," ОТП Банк, АО (OTP bank)","Москва, Войковская"
Руководитель направления Machine learning,https://hh.ru/vacancy/38827213?query=Python,нет сведений о заработной плате, Банк Открытие,Москва
Программист-разработчик (Java / Spring),https://hh.ru/vacancy/37912492?query=Python,нет сведений о заработной плате,АО Энвижн Груп (NVision Group),Москва
QA Engineer,https://hh.ru/vacancy/35704998?query=Python,нет сведений о заработной плате, Ozon Информационные технологии,Москва
"Data Scientist/ Machine Learning Engineer/ NLP Developer, SberDevices",https://hh.ru/vacancy/38383966?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,"Москва, Кутузовская и еще 1 "
"Руководитель направления (построение математических моделей, SQL, Python, SAS)",https://hh.ru/vacancy/38878686?query=Python,нет сведений о заработной плате," ВСК, САО",Москва
Java Разработчик,https://hh.ru/vacancy/38897443?query=Python,нет сведений о заработной плате, GlowByte Consulting,"Москва, Курская"
Инженер данных / Data Engineer,https://hh.ru/vacancy/38867461?query=Python,нет сведений о заработной плате,ООО ГПБ ИНВЕСТИЦИИ,"Москва, Дмитровская"
Директор дирекции по контролю за операциями на финансовых рынках банковской группы,https://hh.ru/vacancy/38906229?query=Python,нет сведений о заработной плате, Ак Барс Банк,Москва
Аналитик / data scientist,https://hh.ru/vacancy/38873532?query=Python,нет сведений о заработной плате, Банк Открытие,Москва
Инженер DevOps в команду автоматизации тестирования,https://hh.ru/vacancy/38560505?query=Python,"{'minimum': 'нет сведений', 'maximum': 190000, 'currency': 'руб.'}", ivi,"Москва, Дмитровская"
QA Engineer (Automation QA Engineer),https://hh.ru/vacancy/36585559?query=Python,нет сведений о заработной плате, Ozon Информационные технологии,Москва
Backend разработчик Python/возможно удаленно (инвестиционная компания),https://hh.ru/vacancy/38837886?query=Python,нет сведений о заработной плате, Recruitment Boutique S.M.Art,Москва
Тестировщик (автоматизированное тестирование) / QA,https://hh.ru/vacancy/38852165?query=Python,нет сведений о заработной плате,ООО Сберлогистика,"Москва, Ленинский проспект"
Исследователь-разработчик интегрально-оптических схем,https://hh.ru/vacancy/38882187?query=Python,"{'minimum': 50000, 'maximum': 'нет сведений', 'currency': 'руб.'}", Центр Квантовых Технологий МГУ имени М.В. Ломоносова,"Москва, Университет"
Ведущий эксперт по сегментации и моделированию клиентских данных (Data Analyst),https://hh.ru/vacancy/38890325?query=Python,нет сведений о заработной плате," ЗЕНИТ, банк","Москва, Нахимовский проспект"
Тестировщик,https://hh.ru/vacancy/38836712?query=Python,нет сведений о заработной плате,ООО Ростелеком Информационные Технологии,"Москва, Павелецкая"
Системный администратор Linux / Site Reliability Engineer,https://hh.ru/vacancy/38898341?query=Python,нет сведений о заработной плате, Mail.ru Group,Москва
Data Engineer,https://hh.ru/vacancy/38851409?query=Python,нет сведений о заработной плате, Uchi.ru,"Москва, Улица 1905 года"
System Engineer (Sharepoint),https://hh.ru/vacancy/38895998?query=Python,нет сведений о заработной плате, Лаборатория Касперского,"Москва, Водный стадион"
Product Manager (удаленный формат работы),https://hh.ru/vacancy/38894247?query=Python,нет сведений о заработной плате, HAYS,Москва
Web-разработчик,https://hh.ru/vacancy/38668286?query=Python,"{'minimum': 70000, 'maximum': 90000, 'currency': 'руб.'}", Бектурганов Руслан,Москва
Data Engineer в подразделение Комплаенс,https://hh.ru/vacancy/38865759?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Data engineer,https://hh.ru/vacancy/38847312?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Старший специалист по тестированию ПО (удаленная работа),https://hh.ru/vacancy/37036702?query=Python,"{'minimum': 'нет сведений', 'maximum': 150000, 'currency': 'руб.'}", CBS Interactive,"Москва, Павелецкая"
Автор курса по Python разработке в Яндекс.Практикум,https://hh.ru/vacancy/38855711?query=Python,нет сведений о заработной плате, Яндекс,Москва
Разработчик Python (middle),https://hh.ru/vacancy/38292722?query=Python,нет сведений о заработной плате, AT Consulting,Москва
Стажёр в группу поддержки систем (Системный аналитик),https://hh.ru/vacancy/38341301?query=Python,нет сведений о заработной плате, Лаборатория Касперского,Москва
Junior DevOps,https://hh.ru/vacancy/35208972?query=Python,нет сведений о заработной плате," Программный Продукт, ИТ-компания","Москва, Парк Победы и еще 1 "
Fullstack разработчик,https://hh.ru/vacancy/38868148?query=Python,нет сведений о заработной плате, Mail.ru Group,"Москва, Аэропорт"
DevOps инженер,https://hh.ru/vacancy/38880026?query=Python,нет сведений о заработной плате, WayRay,Москва
Тестировщик (QA Manual/Automation),https://hh.ru/vacancy/38869095?query=Python,нет сведений о заработной плате, Forecsys,Москва
Process Automation Engineer,https://hh.ru/vacancy/37248829?query=Python,"{'minimum': 50000, 'maximum': 130000, 'currency': 'руб.'}", LATOKEN,Москва
Frontender разработчик,https://hh.ru/vacancy/38893809?query=Python,нет сведений о заработной плате,АО Авто-Евро,Москва
QA Automation engineer / тестировщик-автоматизатор,https://hh.ru/vacancy/38868226?query=Python,нет сведений о заработной плате,ООО Облачные технологии,Москва
С++ разработчик,https://hh.ru/vacancy/38895033?query=Python,нет сведений о заработной плате, Selecty,Москва
SRE/DevOps Engineer,https://hh.ru/vacancy/37291746?query=Python,нет сведений о заработной плате, goods,Москва
Data Engineer (Digital),https://hh.ru/vacancy/38284459?query=Python,"{'minimum': 3000, 'maximum': 3500, 'currency': 'EUR'}", Exness,Москва
Backend разработчик (Kotlin) в JoomPay,https://hh.ru/vacancy/38892368?query=Python,"{'minimum': 200000, 'maximum': 'нет сведений', 'currency': 'руб.'}", Joom,"Москва, Аэропорт и еще 1 "
Разработчик RPA,https://hh.ru/vacancy/38684468?query=Python,нет сведений о заработной плате,АО Почтовые технологии,Москва
DevOps (МТС ТВ),https://hh.ru/vacancy/38889126?query=Python,нет сведений о заработной плате,"ПАО «МТС»,IT",Москва
Operations Director,https://hh.ru/vacancy/38330625?query=Python,"{'minimum': 300000, 'maximum': 500000, 'currency': 'руб.'}", LATOKEN,Москва
Senior Data Analyst,https://hh.ru/vacancy/38877736?query=Python,нет сведений о заработной плате, Farfetch,Москва
Educational Content Creator in Data Analysis & Data Science at Practicum,https://hh.ru/vacancy/38855699?query=Python,нет сведений о заработной плате, Яндекс,Москва
Reverse Engineer / Вирусный аналитик,https://hh.ru/vacancy/38366545?query=Python,"{'minimum': 'нет сведений', 'maximum': 300000, 'currency': 'руб.'}",АО АСТ,"Москва, Волгоградский проспект"
Специалист по автоматизированному тестированию / Automation QA,https://hh.ru/vacancy/38399082?query=Python,нет сведений о заработной плате,ООО СЗ Самолет Девелопмент,Москва
Data Engineer,https://hh.ru/vacancy/37778727?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Data science в Массовую персонализацию,https://hh.ru/vacancy/38596730?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Engineer for Video Processing,https://hh.ru/vacancy/38309104?query=Python,нет сведений о заработной плате, Coleman Services,Москва
Python разработчик в Таланты,https://hh.ru/vacancy/38254381?query=Python,нет сведений о заработной плате, Яндекс,Москва
DS Teamlead на голосовые сервисы,https://hh.ru/vacancy/37247151?query=Python,нет сведений о заработной плате, Тинькофф,"Москва, Водный стадион"
Ведущий инженер DevOps,https://hh.ru/vacancy/38884265?query=Python,"{'minimum': 280000, 'maximum': 'нет сведений', 'currency': 'руб.'}",нет информации,Москва
Data Scientists Middle/Senior,https://hh.ru/vacancy/35723655?query=Python,нет сведений о заработной плате, Альфа-Банк,"Москва, Технопарк"
Системный администратор Linux (удаленная работа),https://hh.ru/vacancy/38868935?query=Python,нет сведений о заработной плате, StormWall™,Москва
"Harmony OS application build expert (C/C++, Python)",https://hh.ru/vacancy/38872210?query=Python,нет сведений о заработной плате, HUAWEI,Москва
Audio ML-Engineer (Speech processing),https://hh.ru/vacancy/38309102?query=Python,нет сведений о заработной плате, Coleman Services,Москва
Data Scientist,https://hh.ru/vacancy/37830594?query=Python,нет сведений о заработной плате,АО Почтовые технологии,Москва
DevOps,https://hh.ru/vacancy/38731459?query=Python,нет сведений о заработной плате,ООО 1С Онлайн Геймс,"Москва, Достоевская"
"Специалист по информационной безопасности (SIEM, IRP, WAF, IDM)",https://hh.ru/vacancy/38898444?query=Python,нет сведений о заработной плате,"ООО Яндекс.Деньги, НКО",Москва
Системный администратор Linux,https://hh.ru/vacancy/38897465?query=Python,нет сведений о заработной плате, GlowByte Consulting,"Москва, Курская"
Data Engineer,https://hh.ru/vacancy/38835456?query=Python,нет сведений о заработной плате, ANCOR Consumer Goods,Москва
Software Engineer,https://hh.ru/vacancy/38309095?query=Python,нет сведений о заработной плате, Coleman Services,Москва
Trading and Liquidity Lead,https://hh.ru/vacancy/37741830?query=Python,нет сведений о заработной плате, LATOKEN,Москва
Инженер-программист по тестированию (1754)/QA engineer Automation Test,https://hh.ru/vacancy/38849369?query=Python,"{'minimum': 100000, 'maximum': 'нет сведений', 'currency': 'руб.'}",АО ЦНИИАГ,Москва
QA инженер,https://hh.ru/vacancy/38276215?query=Python,нет сведений о заработной плате, Positive Technologies,Москва
Преподаватель курса по направлению Data Science,https://hh.ru/vacancy/38795381?query=Python,нет сведений о заработной плате, Mail.ru Group,Москва
WEB-аналитик,https://hh.ru/vacancy/38305415?query=Python,нет сведений о заработной плате, Национальный туроператор Алеан,"Москва, Динамо"
Hadoop data engineer,https://hh.ru/vacancy/37937661?query=Python,нет сведений о заработной плате," МАГНИТ, Розничная сеть",Москва
Инженер DevOps,https://hh.ru/vacancy/38866303?query=Python,нет сведений о заработной плате,ООО Юником,Москва
Senior Backend в Тинькофф-помощь,https://hh.ru/vacancy/38304560?query=Python,нет сведений о заработной плате, Тинькофф,Москва
Бизнес-аналитик,https://hh.ru/vacancy/38003827?query=Python,нет сведений о заработной плате, MERLION,"Москва, Мякинино"
Разработчик Oracle и/или PostgreSQL,https://hh.ru/vacancy/38866930?query=Python,"{'minimum': 130000, 'maximum': 180000, 'currency': 'руб.'}", WIT Recruitment,Москва
Product manager (голосовой ассистент) MTS AI,https://hh.ru/vacancy/38905465?query=Python,нет сведений о заработной плате,"ПАО «МТС»,IT","Москва, Технопарк"
Специалист по автоматизированному тестированию,https://hh.ru/vacancy/38923034?query=Python,нет сведений о заработной плате, Первая народная школа,Москва
DevOps engineer,https://hh.ru/vacancy/38659204?query=Python,"{'minimum': 200000, 'maximum': 'нет сведений', 'currency': 'руб.'}", 8bit group,Москва
ETL инженер,https://hh.ru/vacancy/37163244?query=Python,нет сведений о заработной плате, Тинькофф,Москва
Старший Java-разработчик в команду казначейства,https://hh.ru/vacancy/38887638?query=Python,нет сведений о заработной плате, Райффайзенбанк,Москва
Middle Data Engineer,https://hh.ru/vacancy/38922327?query=Python,"{'minimum': 90000, 'maximum': 100000, 'currency': 'руб.'}",ООО СевенПро,"Москва, Павелецкая"
Fullstack разработчик,https://hh.ru/vacancy/38870324?query=Python,"{'minimum': 80000, 'maximum': 200000, 'currency': 'руб.'}", Diamond Personnel R&C,Москва
Аналитик данных,https://hh.ru/vacancy/37789232?query=Python,нет сведений о заработной плате, Национальный исследовательский университет Высшая школа экономики,Москва
Инженер-программист (Python) в отдел интеграции,https://hh.ru/vacancy/38823742?query=Python,"{'minimum': 120000, 'maximum': 160000, 'currency': 'руб.'}", Alphaopen,"Москва, Петровско-Разумовская"
Backend разработчик (Golang),https://hh.ru/vacancy/36397287?query=Python,нет сведений о заработной плате, X5 RETAIL GROUP,Москва
Lead Analyst,https://hh.ru/vacancy/38893823?query=Python,нет сведений о заработной плате, Звук,"Москва, Комсомольская и еще 2 "
Ведущий веб-аналитик,https://hh.ru/vacancy/38872041?query=Python,нет сведений о заработной плате," Риалвеб, Интернет-агентство","Москва, Новокузнецкая и еще 2 "
Ведущий инженер-тестировщик,https://hh.ru/vacancy/38866221?query=Python,нет сведений о заработной плате, IBS,Москва
DevOps инженер,https://hh.ru/vacancy/36627609?query=Python,нет сведений о заработной плате,АО Гринатом,Москва
Junior Analyst (Младший Аналитик) удаленно,https://hh.ru/vacancy/38880009?query=Python,"{'minimum': 30000, 'maximum': 60000, 'currency': 'руб.'}",ООО АРЕС,"Москва, Фили"
IT Рекрутер,https://hh.ru/vacancy/38901025?query=Python,нет сведений о заработной плате,АО РТИ,"Москва, Динамо"
Программист MQL 4/5,https://hh.ru/vacancy/38848123?query=Python,"{'minimum': 68000, 'maximum': 'нет сведений', 'currency': 'руб.'}",ООО Лаборатория Мерседес,Москва
Ведущий разработчик Python,https://hh.ru/vacancy/38198739?query=Python,нет сведений о заработной плате,ОАО ИнфоТеКС,"Москва, Динамо"
Reverse Engineer,https://hh.ru/vacancy/38683888?query=Python,"{'minimum': 'нет сведений', 'maximum': 300000, 'currency': 'руб.'}",АО АСТ,"Москва, Волгоградский проспект"
DevOps инженер,https://hh.ru/vacancy/38842955?query=Python,нет сведений о заработной плате,ООО Ребреин,Москва
Консультант,https://hh.ru/vacancy/38330790?query=Python,нет сведений о заработной плате,ООО КОНСАЛТИНГ ПОРТ,"Москва, Багратионовская и еще 2 "
SDET/Developer (KasperskyOS SDK Quality Control),https://hh.ru/vacancy/37146139?query=Python,нет сведений о заработной плате, Лаборатория Касперского,"Москва, Динамо и еще 1 "
Инженер по нагрузочному тестированию(брокерское направление),https://hh.ru/vacancy/38877828?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
"Senior Fullstack developer (Java, Kafka)",https://hh.ru/vacancy/38896469?query=Python,нет сведений о заработной плате, МСК БЛ ГРУПП,"Москва, Алексеевская"
Инженер доступности сервисов в Я.Поиск,https://hh.ru/vacancy/38885573?query=Python,нет сведений о заработной плате, Яндекс,"Москва, Парк культуры"
QA Engineer,https://hh.ru/vacancy/38256306?query=Python,"{'minimum': 140000, 'maximum': 'нет сведений', 'currency': 'руб.'}", CityAds Media,"Москва, Тульская"
С++ Developer (Middle+),https://hh.ru/vacancy/38902277?query=Python,нет сведений о заработной плате,АО ФИНАМ,"Москва, Пушкинская"
Разработчик Big Data,https://hh.ru/vacancy/38329702?query=Python,нет сведений о заработной плате,ПАО Промсвязьбанк,"Москва, Павелецкая"
Разработчик PLSQL,https://hh.ru/vacancy/38848267?query=Python,нет сведений о заработной плате,ООО Forward-Telecom,"Москва, Марксистская и еще 2 "
DevOps инженер,https://hh.ru/vacancy/38876180?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Data Analyst,https://hh.ru/vacancy/38386313?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
ИТ-тренер - преподаватель Data Analytics,https://hh.ru/vacancy/38878229?query=Python,нет сведений о заработной плате, Университет Иннополис,Москва
QA Engineer,https://hh.ru/vacancy/38842429?query=Python,нет сведений о заработной плате, ОНСЕК,Москва
"Developer C (KasperskyOS for Thin Client, Quality Control)",https://hh.ru/vacancy/37146096?query=Python,нет сведений о заработной плате, Лаборатория Касперского,"Москва, Динамо и еще 1 "
Ночной инженер технической поддержки,https://hh.ru/vacancy/38432264?query=Python,"{'minimum': 'нет сведений', 'maximum': 70000, 'currency': 'руб.'}",ООО Лаборатория Умного Вождения,"Москва, Беговая"
Разработчик ПО встраиваемых систем (Embedded),https://hh.ru/vacancy/38878084?query=Python,нет сведений о заработной плате,ООО КНС ГРУПП,Москва
Marketing Manager,https://hh.ru/vacancy/37765831?query=Python,"{'minimum': 100000, 'maximum': 200000, 'currency': 'руб.'}", LATOKEN,Москва
Старший специалист по тестированию,https://hh.ru/vacancy/32356758?query=Python,нет сведений о заработной плате, Ростелеком - Центры обработки данных,"Москва, Марьина Роща"
Risk manager / Trading analyst,https://hh.ru/vacancy/38900430?query=Python,"{'minimum': 120000, 'maximum': 230000, 'currency': 'руб.'}", LATOKEN,Москва
Data Engineer,https://hh.ru/vacancy/38033408?query=Python,нет сведений о заработной плате," Компания «СПОРТМАСТЕР», SM Lab",Москва
Ruby-разработчик (удаленно),https://hh.ru/vacancy/38844091?query=Python,"{'minimum': 100000, 'maximum': 180000, 'currency': 'руб.'}", Cellar door,Москва
C# C++ разработчик,https://hh.ru/vacancy/38827550?query=Python,"{'minimum': 120000, 'maximum': 'нет сведений', 'currency': 'руб.'}", Visuals,"Москва, Каширская"
IT-консультант,https://hh.ru/vacancy/38900500?query=Python,нет сведений о заработной плате,ООО ИК СИБИНТЕК,"Москва, Октябрьская и еще 1 "
Системный администратор/разработчик (devops-инженер),https://hh.ru/vacancy/38946171?query=Python,"{'minimum': 80000, 'maximum': 'нет сведений', 'currency': 'руб.'}",ООО НиКо-2001,Москва
Старший аналитик направление моделирования клиентского поведения,https://hh.ru/vacancy/38895549?query=Python,нет сведений о заработной плате," Ренессанс Кредит, Москва","Москва, Выставочная"
Ведущий инженер DevOps (разработка ПО),https://hh.ru/vacancy/37672355?query=Python,"{'minimum': 'нет сведений', 'maximum': 280000, 'currency': 'руб.'}", HR EXECUTIVE,Москва
Инженер автоматизированного тестирования ПО,https://hh.ru/vacancy/38847765?query=Python,нет сведений о заработной плате, MERLION,"Москва, Мякинино"
Аналитик Big Data,https://hh.ru/vacancy/38843018?query=Python,нет сведений о заработной плате,ООО РСХБ-Интех,Москва
Data Analyst SberDevices,https://hh.ru/vacancy/36474294?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,"Москва, Кутузовская и еще 1 "
Продуктовый Аналитик / Product Analyst,https://hh.ru/vacancy/38480330?query=Python,"{'minimum': 150000, 'maximum': 180000, 'currency': 'руб.'}", ZAVOD Games,"Москва, Калужская и еще 2 "
DSP Algorithm Engineer,https://hh.ru/vacancy/38309107?query=Python,нет сведений о заработной плате, Coleman Services,Москва
Data Scientist,https://hh.ru/vacancy/38825471?query=Python,нет сведений о заработной плате,ООО ТНТ,Москва
Разработчик систем тестирования (Pricing),https://hh.ru/vacancy/38844303?query=Python,нет сведений о заработной плате, Авито,"Москва, Белорусская"
Тестировщик ПО,https://hh.ru/vacancy/36619892?query=Python,нет сведений о заработной плате,АО Почтовые технологии,"Москва, Верхние Котлы и еще 1 "
Администратор Linux,https://hh.ru/vacancy/37816273?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Engineer for 3D modeling,https://hh.ru/vacancy/38309099?query=Python,нет сведений о заработной плате, Coleman Services,Москва
Data Scientist (middle),https://hh.ru/vacancy/37457936?query=Python,нет сведений о заработной плате, Группа компаний SRG,Москва
Разработчик BI (junior),https://hh.ru/vacancy/38721544?query=Python,"{'minimum': 120000, 'maximum': 156000, 'currency': 'руб.'}", ДИКСИ. Офис,"Москва, Рижская"
Разработчик JavaScript (Node.js Back-end),https://hh.ru/vacancy/38820488?query=Python,"{'minimum': 120000, 'maximum': 200000, 'currency': 'руб.'}", OneTwoTrip,Москва
Специалист по информационной безопасности (ФинТех),https://hh.ru/vacancy/38898994?query=Python,"{'minimum': 130000, 'maximum': 'нет сведений', 'currency': 'руб.'}",ООО МЕРК,"Москва, Румянцево"
Data Scientist,https://hh.ru/vacancy/38822907?query=Python,нет сведений о заработной плате,ПАО Первая Грузовая Компания,"Москва, Бауманская и еще 2 "
Engineer for Image Processing,https://hh.ru/vacancy/38309101?query=Python,нет сведений о заработной плате, Coleman Services,Москва
Тестировщик ПО (QA Engineer),https://hh.ru/vacancy/38850191?query=Python,нет сведений о заработной плате, Ростелеком - Центры обработки данных,"Москва, Динамо"
Junior C/C++,https://hh.ru/vacancy/36607207?query=Python,нет сведений о заработной плате, Parallels,Москва
Разработчик Go (GEO),https://hh.ru/vacancy/38842947?query=Python,нет сведений о заработной плате, Авито,"Москва, Белорусская"
DevOps инженер,https://hh.ru/vacancy/37738503?query=Python,"{'minimum': 140000, 'maximum': 'нет сведений', 'currency': 'руб.'}",ООО Регистратор доменных имен РЕГ.РУ,"Москва, Полежаевская"
Front Office Support Specialist (QUIK) / Специалист поддержки систем фронт офиса (инвест банк),https://hh.ru/vacancy/38895804?query=Python,"{'minimum': 'нет сведений', 'maximum': 180000, 'currency': 'руб.'}", Renaissance Capital,Москва
Junior Data Scientist,https://hh.ru/vacancy/38795775?query=Python,нет сведений о заработной плате, АДВ,"Москва, Павелецкая и еще 1 "
Аналитик по ценообразованию,https://hh.ru/vacancy/38891655?query=Python,нет сведений о заработной плате, Авито,"Москва, Белорусская"
Middle/Senior Frontend-разработчик,https://hh.ru/vacancy/38872355?query=Python,"{'minimum': 'нет сведений', 'maximum': 200000, 'currency': 'руб.'}",ООО Моризо Диджитал,"Москва, Парк Победы и еще 1 "
Системный аналитик,https://hh.ru/vacancy/37415891?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
QA инженер,https://hh.ru/vacancy/35966157?query=Python,нет сведений о заработной плате, Ай-Теко (I-Teco),Москва
Системный администратор / Devops инженер,https://hh.ru/vacancy/38865987?query=Python,"{'minimum': 120000, 'maximum': 170000, 'currency': 'руб.'}",ООО Инспектор Клауд,Москва
Data Scientist (AutoML),https://hh.ru/vacancy/36486505?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Data Scientist,https://hh.ru/vacancy/38829477?query=Python,нет сведений о заработной плате,ООО PepsiCo,"Москва, Сокол"
BackEnd разработчик,https://hh.ru/vacancy/38853056?query=Python,нет сведений о заработной плате, ГБУ МосТрансПроект,"Москва, Сретенский бульвар и еще 2 "
Аналитик (Маркетинг),https://hh.ru/vacancy/37870469?query=Python,нет сведений о заработной плате, Mail.ru Group,"Москва, Аэропорт"
Аналитик данных,https://hh.ru/vacancy/38854307?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Системный администратор,https://hh.ru/vacancy/38877346?query=Python,нет сведений о заработной плате, Перекресток,"Москва, Добрынинская"
Инженер DevOps (системный администратор),https://hh.ru/vacancy/38458859?query=Python,"{'minimum': 'нет сведений', 'maximum': 190000, 'currency': 'руб.'}", ivi,"Москва, Дмитровская"
Physical Layer Communication Algorithm expert,https://hh.ru/vacancy/38870788?query=Python,"{'minimum': 200000, 'maximum': 'нет сведений', 'currency': 'руб.'}", Kelly Services,Москва
QA lead,https://hh.ru/vacancy/38851909?query=Python,"{'minimum': 160000, 'maximum': 200000, 'currency': 'руб.'}",ИП Менажиева Гульжана Темерхановна,Москва
DevOps инженер,https://hh.ru/vacancy/36808335?query=Python,нет сведений о заработной плате, Бэнкс Софт Системс,Москва
Аналитик-разработчик,https://hh.ru/vacancy/38875177?query=Python,нет сведений о заработной плате, Яндекс,"Москва, Парк культуры"
Инженер по автоматизации тестирования / Automation QA engineer,https://hh.ru/vacancy/34332959?query=Python,нет сведений о заработной плате,ООО Стрим,"Москва, Технопарк"
Senior Database Administrator,https://hh.ru/vacancy/38878095?query=Python,нет сведений о заработной плате,ООО ТНТ,Москва
Cloud DevOps Engineer (SRE),https://hh.ru/vacancy/37073467?query=Python,нет сведений о заработной плате, Align Technology,Москва
Ведущий Go разработчик / TechLead в команду бэкенда,https://hh.ru/vacancy/36191463?query=Python,нет сведений о заработной плате, X5 RETAIL GROUP,Москва
Backend-разработчик,https://hh.ru/vacancy/38846471?query=Python,нет сведений о заработной плате,ПАО Первая Грузовая Компания,"Москва, Бауманская и еще 2 "
QA engineer (PyCharm),https://hh.ru/vacancy/38825051?query=Python,"{'minimum': 150000, 'maximum': 'нет сведений', 'currency': 'руб.'}", JetBrains,"Москва, Белорусская"
DevOps Specialist,https://hh.ru/vacancy/38506592?query=Python,"{'minimum': 200000, 'maximum': 'нет сведений', 'currency': 'руб.'}", 8bit group,Москва
Ведущий инженер группы управления инфраструктурой ( DevOps),https://hh.ru/vacancy/38875579?query=Python,нет сведений о заработной плате,АО РТИ,Москва
Актуарий-разработчик,https://hh.ru/vacancy/38888542?query=Python,нет сведений о заработной плате, PPF Страхование жизни,Москва
Ведущий инженер-конструктор (Машинное зрение),https://hh.ru/vacancy/38558182?query=Python,нет сведений о заработной плате, РОСТСЕЛЬМАШ,Москва
Системный инженер,https://hh.ru/vacancy/37838667?query=Python,нет сведений о заработной плате, Ростелеком - Центры обработки данных,Москва
Media Processing & Compression Senior Engineer,https://hh.ru/vacancy/38872089?query=Python,нет сведений о заработной плате, HUAWEI,Москва
Data Engineer (Дивизион `Массовая персонализация`),https://hh.ru/vacancy/38527836?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Java-разработчик,https://hh.ru/vacancy/38832537?query=Python,нет сведений о заработной плате,ООО Диджитал Горизонт,Москва
Специалист по автоматизированному тестированию (проект Ключ),https://hh.ru/vacancy/38838560?query=Python,нет сведений о заработной плате,ООО Ростелеком Информационные Технологии,"Москва, Павелецкая"
Системный администратор Linux,https://hh.ru/vacancy/38841696?query=Python,нет сведений о заработной плате, Ростелеком - Центры обработки данных,"Москва, Текстильщики"
Front-end Developer,https://hh.ru/vacancy/38328845?query=Python,нет сведений о заработной плате, Dentsu Aegis Network Russia,Москва
Бизнес-аналитик,https://hh.ru/vacancy/38874891?query=Python,нет сведений о заработной плате, М.Видео-Эльдорадо. ИТ,Москва
Java-разработчик,https://hh.ru/vacancy/38849005?query=Python,нет сведений о заработной плате,ООО Forward-Telecom,"Москва, Марксистская и еще 2 "
Разработчик / Старший разработчик направления Antifraud-решений,https://hh.ru/vacancy/36527973?query=Python,нет сведений о заработной плате, GlowByte Consulting,Москва
Старший аналитик отдела анализа операционных рисков,https://hh.ru/vacancy/38885353?query=Python,нет сведений о заработной плате, Банк Открытие,Москва
Тестировщик,https://hh.ru/vacancy/38404738?query=Python,нет сведений о заработной плате, Пятёрочка. Офис,Москва
"Руководитель команды бэкенда / платформы (Go, Tarantool)",https://hh.ru/vacancy/36191477?query=Python,нет сведений о заработной плате, X5 RETAIL GROUP,"Москва, Волгоградский проспект"
Data scientist в Дивизион `Массовая персонализация`,https://hh.ru/vacancy/38527809?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Devops engineer (with Big Data),https://hh.ru/vacancy/38807570?query=Python,нет сведений о заработной плате, Luxoft,"Москва, Октябрьское поле"
Data Engineer,https://hh.ru/vacancy/38818829?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Middle Database Administrator,https://hh.ru/vacancy/38877995?query=Python,нет сведений о заработной плате,ООО ТНТ,Москва
